,precision,recall,f1-score,support
縫,1.0,1.0,1.0,17.0
縮,1.0,1.0,1.0,7.0
縱,1.0,1.0,1.0,16.0
縷,1.0,1.0,1.0,6.0
總,1.0,1.0,1.0,10.0
績,1.0,1.0,1.0,7.0
繁,1.0,1.0,1.0,7.0
繃,1.0,1.0,1.0,6.0
織,1.0,1.0,1.0,10.0
繞,1.0,1.0,1.0,6.0
繡,1.0,1.0,1.0,16.0
繩,1.0,1.0,1.0,6.0
繪,1.0,1.0,1.0,16.0
繳,1.0,1.0,1.0,6.0
繼,1.0,1.0,1.0,16.0
續,1.0,1.0,1.0,6.0
纏,1.0,1.0,1.0,7.0
纖,1.0,0.8333333333333334,0.9090909090909091,6.0
纜,1.0,1.0,1.0,6.0
缸,1.0,1.0,1.0,6.0
缺,1.0,1.0,1.0,16.0
罐,1.0,1.0,1.0,16.0
罕,1.0,1.0,1.0,16.0
罩,1.0,1.0,1.0,6.0
罪,1.0,1.0,1.0,7.0
置,1.0,1.0,1.0,17.0
罰,1.0,1.0,1.0,7.0
署,1.0,1.0,1.0,7.0
罵,1.0,1.0,1.0,7.0
罷,1.0,1.0,1.0,7.0
羅,1.0,1.0,1.0,10.0
羊,1.0,1.0,1.0,17.0
美,1.0,1.0,1.0,10.0
羞,1.0,1.0,1.0,6.0
群,1.0,1.0,1.0,10.0
義,1.0,1.0,1.0,10.0
羽,1.0,1.0,1.0,10.0
翁,1.0,1.0,1.0,10.0
翅,1.0,1.0,1.0,6.0
翊,1.0,1.0,1.0,10.0
習,1.0,1.0,1.0,7.0
翔,1.0,1.0,1.0,10.0
翠,1.0,1.0,1.0,10.0
翰,1.0,1.0,1.0,10.0
翹,1.0,1.0,1.0,6.0
翻,1.0,1.0,1.0,17.0
翼,1.0,1.0,1.0,17.0
耀,1.0,1.0,1.0,10.0
老,1.0,1.0,1.0,7.0
考,1.0,1.0,1.0,7.0
者,0.9444444444444444,1.0,0.9714285714285714,17.0
而,1.0,1.0,1.0,7.0
耍,1.0,1.0,1.0,16.0
耐,1.0,1.0,1.0,17.0
耕,1.0,1.0,1.0,17.0
耗,1.0,1.0,1.0,17.0
耦,1.0,1.0,1.0,6.0
耳,1.0,1.0,1.0,17.0
耶,1.0,1.0,1.0,7.0
耽,1.0,1.0,1.0,7.0
耿,1.0,1.0,1.0,6.0
聊,1.0,1.0,1.0,16.0
聖,1.0,1.0,1.0,10.0
聘,1.0,1.0,1.0,16.0
聚,1.0,1.0,1.0,10.0
聞,1.0,0.8571428571428571,0.923076923076923,7.0
聯,1.0,1.0,1.0,10.0
聰,1.0,1.0,1.0,10.0
聲,1.0,1.0,1.0,10.0
聳,1.0,1.0,1.0,6.0
聶,1.0,1.0,1.0,6.0
職,1.0,1.0,1.0,10.0
聽,1.0,1.0,1.0,16.0
肅,1.0,1.0,1.0,16.0
肆,1.0,1.0,1.0,16.0
肉,1.0,1.0,1.0,7.0
肌,1.0,1.0,1.0,7.0
肖,1.0,1.0,1.0,7.0
肚,1.0,1.0,1.0,6.0
肝,1.0,1.0,1.0,17.0
股,1.0,1.0,1.0,10.0
肢,0.875,1.0,0.9333333333333333,7.0
肥,1.0,1.0,1.0,7.0
肩,1.0,1.0,1.0,7.0
肪,1.0,1.0,1.0,7.0
肯,1.0,1.0,1.0,7.0
育,1.0,0.9,0.9473684210526316,10.0
肺,1.0,1.0,1.0,17.0
胃,1.0,1.0,1.0,7.0
背,1.0,1.0,1.0,7.0
胎,0.9444444444444444,1.0,0.9714285714285714,17.0
胖,1.0,1.0,1.0,16.0
胚,1.0,1.0,1.0,16.0
胞,1.0,0.8571428571428571,0.923076923076923,7.0
胡,1.0,1.0,1.0,10.0
胳,1.0,1.0,1.0,6.0
胸,1.0,1.0,1.0,17.0
胺,1.0,0.8333333333333334,0.9090909090909091,6.0
能,1.0,1.0,1.0,10.0
脂,1.0,1.0,1.0,7.0
脅,1.0,1.0,1.0,7.0
脆,1.0,1.0,1.0,17.0
脈,1.0,1.0,1.0,7.0
脊,1.0,1.0,1.0,17.0
脖,1.0,1.0,1.0,6.0
脫,1.0,1.0,1.0,7.0
脹,1.0,1.0,1.0,7.0
脾,1.0,1.0,1.0,16.0
腐,0.875,1.0,0.9333333333333333,7.0
腔,1.0,1.0,1.0,7.0
腕,1.0,1.0,1.0,7.0
腥,1.0,1.0,1.0,6.0
腦,1.0,1.0,1.0,10.0
腫,1.0,1.0,1.0,7.0
腰,1.0,1.0,1.0,7.0
腳,1.0,1.0,1.0,17.0
腸,1.0,1.0,1.0,7.0
腹,1.0,1.0,1.0,17.0
腺,1.0,1.0,1.0,17.0
腿,1.0,1.0,1.0,7.0
膀,1.0,1.0,1.0,6.0
膊,1.0,1.0,1.0,6.0
膏,1.0,1.0,1.0,17.0
膚,1.0,1.0,1.0,7.0
膛,1.0,1.0,1.0,6.0
膜,1.0,1.0,1.0,7.0
膝,1.0,1.0,1.0,7.0
膠,1.0,1.0,1.0,10.0
膨,1.0,1.0,1.0,7.0
膩,1.0,1.0,1.0,6.0
膽,1.0,1.0,1.0,16.0
臂,1.0,1.0,1.0,6.0
臉,1.0,1.0,1.0,6.0
臘,1.0,1.0,1.0,6.0
臟,1.0,0.8461538461538461,0.9166666666666666,13.0
臣,1.0,1.0,1.0,7.0
臥,1.0,1.0,1.0,7.0
臨,1.0,1.0,1.0,7.0
自,0.8888888888888888,0.8,0.8421052631578948,10.0
臭,1.0,1.0,1.0,7.0
至,1.0,1.0,1.0,7.0
致,1.0,1.0,1.0,10.0
臺,1.0,1.0,1.0,10.0
臻,1.0,1.0,1.0,10.0
舅,1.0,1.0,1.0,6.0
與,1.0,1.0,1.0,6.0
興,1.0,1.0,1.0,10.0
舉,1.0,1.0,1.0,16.0
舊,1.0,1.0,1.0,6.0
舌,1.0,1.0,1.0,7.0
舍,0.8571428571428571,1.0,0.923076923076923,6.0
舒,1.0,1.0,1.0,10.0
舜,1.0,1.0,1.0,10.0
舞,1.0,1.0,1.0,17.0
舟,1.0,0.8571428571428571,0.923076923076923,7.0
航,1.0,1.0,1.0,10.0
般,1.0,0.9411764705882353,0.9696969696969697,17.0
舶,1.0,1.0,1.0,7.0
船,1.0,1.0,1.0,17.0
艇,1.0,1.0,1.0,7.0
艘,1.0,1.0,1.0,6.0
艙,1.0,1.0,1.0,6.0
艦,1.0,1.0,1.0,17.0
良,1.0,1.0,1.0,10.0
艱,1.0,1.0,1.0,6.0
色,1.0,0.9,0.9473684210526316,10.0
艷,1.0,1.0,1.0,6.0
艾,1.0,1.0,1.0,10.0
芒,1.0,1.0,1.0,6.0
芝,1.0,0.9,0.9473684210526316,10.0
芡,1.0,1.0,1.0,6.0
芬,1.0,1.0,1.0,10.0
芯,1.0,1.0,1.0,7.0
花,0.9090909090909091,1.0,0.9523809523809523,10.0
芳,0.9090909090909091,1.0,0.9523809523809523,10.0
芷,1.0,1.0,1.0,10.0
芸,1.0,1.0,1.0,10.0
芽,0.875,1.0,0.9333333333333333,7.0
苑,1.0,0.9,0.9473684210526316,10.0
苗,1.0,1.0,1.0,10.0
苛,1.0,1.0,1.0,17.0
苟,1.0,0.8333333333333334,0.9090909090909091,6.0
若,1.0,1.0,1.0,10.0
苦,1.0,1.0,1.0,17.0
苯,1.0,1.0,1.0,6.0
英,0.9090909090909091,1.0,0.9523809523809523,10.0
茂,0.9090909090909091,1.0,0.9523809523809523,10.0
范,0.9090909090909091,1.0,0.9523809523809523,10.0
茄,1.0,1.0,1.0,17.0
茅,1.0,0.8571428571428571,0.923076923076923,7.0
茨,1.0,1.0,1.0,7.0
茫,1.0,1.0,1.0,16.0
茬,1.0,1.0,1.0,6.0
茲,1.0,1.0,1.0,16.0
茶,1.0,1.0,1.0,10.0
茹,1.0,1.0,1.0,10.0
草,0.875,1.0,0.9333333333333333,7.0
荊,1.0,1.0,1.0,7.0
荒,1.0,1.0,1.0,7.0
荷,1.0,1.0,1.0,7.0
莉,1.0,1.0,1.0,10.0
莊,1.0,1.0,1.0,10.0
莖,1.0,1.0,1.0,6.0
莫,1.0,1.0,1.0,7.0
莽,1.0,1.0,1.0,6.0
菁,1.0,1.0,1.0,10.0
菊,1.0,1.0,1.0,10.0
菌,1.0,1.0,1.0,7.0
菜,1.0,1.0,1.0,7.0
華,1.0,1.0,1.0,10.0
菱,1.0,1.0,1.0,10.0
菲,1.0,1.0,1.0,6.0
萄,1.0,1.0,1.0,7.0
萊,1.0,1.0,1.0,6.0
萌,1.0,1.0,1.0,7.0
萍,1.0,1.0,1.0,10.0
萎,1.0,1.0,1.0,17.0
萬,1.0,1.0,1.0,10.0
萱,1.0,1.0,1.0,10.0
落,1.0,1.0,1.0,7.0
葉,1.0,1.0,1.0,10.0
著,1.0,1.0,1.0,7.0
葛,0.875,1.0,0.9333333333333333,7.0
葡,1.0,1.0,1.0,7.0
董,1.0,1.0,1.0,10.0
葫,1.0,1.0,1.0,6.0
葬,1.0,1.0,1.0,7.0
葳,1.0,1.0,1.0,10.0
蒂,1.0,1.0,1.0,6.0
蒙,1.0,1.0,1.0,17.0
蒜,1.0,1.0,1.0,7.0
蒲,1.0,1.0,1.0,7.0
蒸,1.0,1.0,1.0,17.0
蒼,1.0,1.0,1.0,17.0
蓁,1.0,1.0,1.0,10.0
蓄,1.0,1.0,1.0,17.0
蓉,0.9090909090909091,1.0,0.9523809523809523,10.0
蓋,1.0,1.0,1.0,7.0
蓬,0.9444444444444444,1.0,0.9714285714285714,17.0
蓮,1.0,1.0,1.0,10.0
蓿,1.0,1.0,1.0,16.0
蔑,1.0,1.0,1.0,7.0
蔓,1.0,1.0,1.0,17.0
蔗,1.0,1.0,1.0,6.0
蔡,1.0,0.9,0.9473684210526316,10.0
蔣,1.0,1.0,1.0,10.0
蔥,1.0,1.0,1.0,6.0
蔬,1.0,1.0,1.0,6.0
蔭,1.0,1.0,1.0,17.0
蔽,1.0,1.0,1.0,17.0
蕉,1.0,1.0,1.0,17.0
蕊,1.0,1.0,1.0,7.0
蕙,1.0,1.0,1.0,10.0
蕭,1.0,1.0,1.0,10.0
薄,1.0,1.0,1.0,7.0
薇,1.0,1.0,1.0,10.0
薛,1.0,1.0,1.0,10.0
薦,1.0,0.8571428571428571,0.923076923076923,7.0
薩,1.0,1.0,1.0,7.0
薯,1.0,1.0,1.0,7.0
藉,1.0,1.0,1.0,6.0
藍,1.0,1.0,1.0,10.0
藏,1.0,1.0,1.0,6.0
藝,1.0,1.0,1.0,10.0
藤,1.0,1.0,1.0,7.0
藥,1.0,1.0,1.0,10.0
藩,1.0,1.0,1.0,7.0
藻,1.0,1.0,1.0,7.0
蘆,1.0,1.0,1.0,6.0
蘇,1.0,1.0,1.0,10.0
蘊,1.0,1.0,1.0,6.0
蘋,1.0,1.0,1.0,16.0
蘗,1.0,1.0,1.0,6.0
蘭,1.0,1.0,1.0,10.0
蘿,1.0,0.9375,0.967741935483871,16.0
虎,0.9444444444444444,1.0,0.9714285714285714,17.0
處,1.0,1.0,1.0,10.0
虛,1.0,1.0,1.0,17.0
虜,1.0,1.0,1.0,7.0
號,1.0,1.0,1.0,6.0
虧,1.0,1.0,1.0,16.0
虹,1.0,1.0,1.0,10.0
蚌,1.0,1.0,1.0,6.0
蛇,1.0,1.0,1.0,7.0
蛋,1.0,1.0,1.0,7.0
蛭,1.0,1.0,1.0,7.0
蛻,1.0,1.0,1.0,6.0
蜀,1.0,1.0,1.0,16.0
蜂,1.0,1.0,1.0,7.0
蜇,1.0,1.0,1.0,6.0
蜜,1.0,1.0,1.0,7.0
蝕,1.0,1.0,1.0,17.0
蝦,1.0,1.0,1.0,7.0
融,1.0,1.0,1.0,10.0
螺,1.0,1.0,1.0,7.0
蟲,1.0,1.0,1.0,6.0
蠟,1.0,1.0,1.0,6.0
蠶,1.0,1.0,1.0,6.0
蠻,1.0,1.0,1.0,6.0
血,1.0,1.0,1.0,17.0
行,1.0,1.0,1.0,10.0
衍,1.0,1.0,1.0,16.0
術,1.0,1.0,1.0,10.0
街,1.0,0.9411764705882353,0.9696969696969697,17.0
衙,1.0,1.0,1.0,6.0
衛,1.0,1.0,1.0,10.0
衝,1.0,1.0,1.0,7.0
衡,1.0,1.0,1.0,17.0
衣,1.0,1.0,1.0,10.0
表,0.9444444444444444,1.0,0.9714285714285714,17.0
衫,1.0,1.0,1.0,16.0
衰,0.7777777777777778,1.0,0.8750000000000001,7.0
衷,1.0,1.0,1.0,7.0
袁,1.0,0.8333333333333334,0.9090909090909091,6.0
袋,1.0,1.0,1.0,17.0
袍,1.0,1.0,1.0,6.0
袖,1.0,1.0,1.0,17.0
被,1.0,1.0,1.0,17.0
裁,1.0,1.0,1.0,7.0
裂,1.0,1.0,1.0,17.0
裕,1.0,1.0,1.0,10.0
裙,1.0,1.0,1.0,6.0
補,1.0,1.0,1.0,17.0
裝,1.0,1.0,1.0,10.0
裡,1.0,1.0,1.0,7.0
裳,1.0,1.0,1.0,17.0
裸,1.0,1.0,1.0,17.0
裹,1.0,0.8333333333333334,0.9090909090909091,6.0
製,1.0,1.0,1.0,10.0
褂,1.0,1.0,1.0,6.0
褐,0.875,1.0,0.9333333333333333,7.0
褲,1.0,1.0,1.0,16.0
襄,1.0,1.0,1.0,6.0
襟,1.0,1.0,1.0,17.0
襯,1.0,1.0,1.0,16.0
襲,1.0,1.0,1.0,17.0
西,1.0,1.0,1.0,10.0
要,1.0,1.0,1.0,7.0
覆,1.0,1.0,1.0,7.0
見,1.0,1.0,1.0,7.0
規,0.875,1.0,0.9333333333333333,7.0
視,1.0,1.0,1.0,10.0
親,1.0,1.0,1.0,17.0
覺,1.0,1.0,1.0,16.0
覽,1.0,1.0,1.0,10.0
觀,1.0,1.0,1.0,10.0
角,1.0,1.0,1.0,17.0
解,1.0,1.0,1.0,7.0
觸,1.0,1.0,1.0,6.0
言,0.9090909090909091,1.0,0.9523809523809523,10.0
訂,1.0,1.0,1.0,7.0
計,1.0,1.0,1.0,10.0
訊,0.9090909090909091,1.0,0.9523809523809523,10.0
討,1.0,1.0,1.0,17.0
訓,1.0,1.0,1.0,7.0
託,1.0,1.0,1.0,10.0
記,1.0,1.0,1.0,10.0
訛,1.0,1.0,1.0,6.0
訟,0.875,1.0,0.9333333333333333,7.0
訪,1.0,1.0,1.0,7.0
設,0.9090909090909091,1.0,0.9523809523809523,10.0
許,1.0,1.0,1.0,10.0
訴,1.0,1.0,1.0,7.0
診,1.0,1.0,1.0,10.0
詐,1.0,1.0,1.0,7.0
詔,1.0,1.0,1.0,7.0
評,1.0,1.0,1.0,7.0
詞,1.0,1.0,1.0,7.0
詠,1.0,1.0,1.0,10.0
詢,1.0,1.0,1.0,6.0
試,1.0,1.0,1.0,17.0
詩,1.0,1.0,1.0,10.0
詭,1.0,1.0,1.0,6.0
詮,1.0,1.0,1.0,10.0
話,1.0,1.0,1.0,17.0
該,1.0,0.9411764705882353,0.9696969696969697,17.0
詳,1.0,1.0,1.0,7.0
詹,1.0,1.0,1.0,10.0
誇,0.9444444444444444,1.0,0.9714285714285714,17.0
認,1.0,1.0,1.0,7.0
誓,1.0,1.0,1.0,17.0
誕,1.0,1.0,1.0,7.0
誘,1.0,1.0,1.0,17.0
語,1.0,1.0,1.0,10.0
誠,1.0,1.0,1.0,10.0
誣,1.0,1.0,1.0,16.0
誤,1.0,1.0,1.0,17.0
誦,1.0,1.0,1.0,6.0
說,1.0,0.8571428571428571,0.923076923076923,7.0
誰,1.0,1.0,1.0,7.0
課,1.0,1.0,1.0,7.0
誼,1.0,1.0,1.0,10.0
調,1.0,1.0,1.0,10.0
談,1.0,1.0,1.0,7.0
請,1.0,1.0,1.0,7.0
諒,1.0,1.0,1.0,17.0
論,1.0,1.0,1.0,17.0
諧,1.0,1.0,1.0,16.0
諭,1.0,1.0,1.0,7.0
諷,1.0,1.0,1.0,6.0
諸,1.0,1.0,1.0,7.0
諾,1.0,1.0,1.0,7.0
謀,1.0,1.0,1.0,7.0
謂,1.0,1.0,1.0,17.0
謇,1.0,1.0,1.0,6.0
謊,1.0,1.0,1.0,6.0
謙,1.0,1.0,1.0,10.0
講,1.0,1.0,1.0,7.0
謝,1.0,1.0,1.0,10.0
謠,1.0,1.0,1.0,16.0
謬,1.0,1.0,1.0,7.0
謹,1.0,1.0,1.0,7.0
證,1.0,1.0,1.0,10.0
識,1.0,1.0,1.0,7.0
譚,1.0,1.0,1.0,16.0
譜,1.0,1.0,1.0,7.0
警,1.0,1.0,1.0,7.0
譬,1.0,1.0,1.0,16.0
譯,1.0,1.0,1.0,6.0
議,1.0,1.0,1.0,7.0
譴,1.0,1.0,1.0,6.0
護,1.0,1.0,1.0,10.0
讀,1.0,1.0,1.0,6.0
變,0.8571428571428571,1.0,0.923076923076923,6.0
讓,1.0,1.0,1.0,16.0
谷,1.0,0.8,0.888888888888889,10.0
豆,1.0,1.0,1.0,17.0
豈,1.0,0.8333333333333334,0.9090909090909091,6.0
豌,1.0,1.0,1.0,6.0
豎,1.0,1.0,1.0,16.0
豐,1.0,1.0,1.0,10.0
象,1.0,0.8571428571428571,0.923076923076923,7.0
豪,1.0,1.0,1.0,10.0
豫,1.0,1.0,1.0,6.0
豬,1.0,1.0,1.0,16.0
豹,1.0,1.0,1.0,7.0
貌,1.0,1.0,1.0,7.0
貓,1.0,1.0,1.0,16.0
貝,0.8888888888888888,0.8,0.8421052631578948,10.0
貞,1.0,0.9,0.9473684210526316,10.0
負,1.0,0.8571428571428571,0.923076923076923,7.0
財,1.0,1.0,1.0,10.0
貢,1.0,1.0,1.0,7.0
貧,0.9333333333333333,0.8235294117647058,0.8749999999999999,17.0
貨,1.0,1.0,1.0,10.0
販,1.0,1.0,1.0,7.0
貪,0.8421052631578947,1.0,0.9142857142857143,16.0
貫,1.0,1.0,1.0,7.0
責,1.0,1.0,1.0,7.0
貯,1.0,1.0,1.0,7.0
貴,0.9090909090909091,1.0,0.9523809523809523,10.0
貶,1.0,1.0,1.0,16.0
買,1.0,0.5,0.6666666666666666,10.0
貸,1.0,1.0,1.0,7.0
費,1.0,1.0,1.0,17.0
貼,1.0,1.0,1.0,7.0
貿,0.9090909090909091,1.0,0.9523809523809523,10.0
賀,1.0,1.0,1.0,10.0
賃,1.0,1.0,1.0,10.0
賄,1.0,1.0,1.0,7.0
資,1.0,1.0,1.0,10.0
賈,1.0,1.0,1.0,6.0
賊,1.0,1.0,1.0,7.0
賓,1.0,0.9,0.9473684210526316,10.0
賜,1.0,1.0,1.0,10.0
賞,1.0,1.0,1.0,7.0
賠,1.0,1.0,1.0,17.0
賢,1.0,1.0,1.0,10.0
賣,1.0,1.0,1.0,6.0
賤,0.8571428571428571,1.0,0.923076923076923,6.0
賦,1.0,1.0,1.0,7.0
質,1.0,1.0,1.0,17.0
賬,1.0,1.0,1.0,16.0
賭,1.0,1.0,1.0,17.0
賴,1.0,1.0,1.0,10.0
賺,1.0,1.0,1.0,6.0
購,1.0,1.0,1.0,7.0
賽,1.0,0.8333333333333334,0.9090909090909091,6.0
贈,1.0,1.0,1.0,7.0
贊,1.0,1.0,1.0,6.0
贏,1.0,1.0,1.0,6.0
贓,1.0,1.0,1.0,16.0
贖,1.0,1.0,1.0,16.0
赤,1.0,1.0,1.0,7.0
赫,0.9444444444444444,1.0,0.9714285714285714,17.0
走,0.9444444444444444,1.0,0.9714285714285714,17.0
赴,1.0,1.0,1.0,7.0
起,1.0,1.0,1.0,7.0
趁,1.0,1.0,1.0,6.0
超,1.0,1.0,1.0,10.0
越,1.0,1.0,1.0,7.0
趕,1.0,1.0,1.0,6.0
趙,1.0,1.0,1.0,10.0
趟,1.0,1.0,1.0,6.0
趣,1.0,1.0,1.0,7.0
趨,1.0,1.0,1.0,17.0
足,1.0,1.0,1.0,7.0
跌,0.9411764705882353,1.0,0.9696969696969697,16.0
跑,1.0,1.0,1.0,6.0
距,1.0,1.0,1.0,7.0
跟,1.0,1.0,1.0,6.0
跡,1.0,0.9411764705882353,0.9696969696969697,17.0
跨,1.0,1.0,1.0,7.0
跪,1.0,1.0,1.0,6.0
路,1.0,1.0,1.0,7.0
跳,1.0,1.0,1.0,17.0
踏,1.0,1.0,1.0,7.0
踐,1.0,1.0,1.0,6.0
踢,1.0,1.0,1.0,6.0
踩,1.0,0.9411764705882353,0.9696969696969697,17.0
蹄,1.0,1.0,1.0,17.0
蹈,1.0,1.0,1.0,16.0
蹤,1.0,1.0,1.0,16.0
蹬,1.0,1.0,1.0,6.0
蹲,1.0,0.8333333333333334,0.9090909090909091,6.0
躁,1.0,1.0,1.0,6.0
躍,1.0,1.0,1.0,7.0
身,1.0,1.0,1.0,17.0
躬,1.0,1.0,1.0,16.0
躲,1.0,1.0,1.0,7.0
躺,1.0,1.0,1.0,16.0
軀,0.9411764705882353,1.0,0.9696969696969697,16.0
車,1.0,1.0,1.0,10.0
軋,1.0,1.0,1.0,16.0
軌,1.0,1.0,1.0,7.0
軍,1.0,1.0,1.0,7.0
軒,1.0,1.0,1.0,10.0
軟,1.0,1.0,1.0,7.0
軸,1.0,1.0,1.0,7.0
較,1.0,1.0,1.0,7.0
載,1.0,1.0,1.0,7.0
輔,1.0,1.0,1.0,7.0
輕,1.0,1.0,1.0,16.0
輛,1.0,1.0,1.0,6.0
輝,1.0,1.0,1.0,10.0
輥,1.0,1.0,1.0,6.0
輩,1.0,0.9411764705882353,0.9696969696969697,17.0
輪,1.0,1.0,1.0,10.0
輯,1.0,1.0,1.0,17.0
輸,1.0,1.0,1.0,17.0
輻,1.0,1.0,1.0,6.0
輿,1.0,1.0,1.0,7.0
轄,1.0,1.0,1.0,7.0
轉,1.0,1.0,1.0,6.0
轎,1.0,1.0,1.0,16.0
轟,1.0,1.0,1.0,7.0
辛,1.0,1.0,1.0,7.0
辜,1.0,1.0,1.0,6.0
辣,1.0,1.0,1.0,6.0
辦,1.0,0.9375,0.967741935483871,16.0
辨,1.0,1.0,1.0,6.0
辭,1.0,1.0,1.0,6.0
辮,1.0,1.0,1.0,6.0
辯,1.0,0.875,0.9333333333333333,16.0
辰,1.0,0.9,0.9473684210526316,10.0
辱,1.0,1.0,1.0,7.0
農,1.0,1.0,1.0,10.0
迄,1.0,1.0,1.0,7.0
迅,1.0,0.8,0.888888888888889,10.0
迎,1.0,1.0,1.0,7.0
近,0.875,1.0,0.9333333333333333,7.0
返,1.0,1.0,1.0,7.0
迪,1.0,1.0,1.0,10.0
迫,1.0,1.0,1.0,7.0
迭,1.0,1.0,1.0,17.0
述,1.0,1.0,1.0,17.0
迷,1.0,1.0,1.0,17.0
追,1.0,1.0,1.0,7.0
退,1.0,1.0,1.0,7.0
送,1.0,1.0,1.0,7.0
逃,1.0,1.0,1.0,17.0
逆,1.0,1.0,1.0,7.0
透,1.0,1.0,1.0,7.0
逐,1.0,1.0,1.0,17.0
途,1.0,1.0,1.0,17.0
逗,1.0,1.0,1.0,17.0
這,1.0,1.0,1.0,17.0
通,0.8333333333333334,1.0,0.9090909090909091,10.0
逝,1.0,1.0,1.0,7.0
速,1.0,1.0,1.0,7.0
造,1.0,1.0,1.0,10.0
逢,1.0,1.0,1.0,7.0
連,1.0,1.0,1.0,10.0
逮,1.0,1.0,1.0,7.0
進,1.0,1.0,1.0,10.0
逸,1.0,1.0,1.0,10.0
逼,1.0,1.0,1.0,7.0
遂,1.0,1.0,1.0,7.0
遇,1.0,1.0,1.0,7.0
遊,1.0,1.0,1.0,7.0
運,1.0,1.0,1.0,10.0
遍,1.0,1.0,1.0,17.0
過,1.0,1.0,1.0,7.0
道,1.0,0.9,0.9473684210526316,10.0
達,1.0,1.0,1.0,10.0
違,1.0,1.0,1.0,7.0
遙,1.0,1.0,1.0,16.0
遜,1.0,1.0,1.0,17.0
遞,1.0,1.0,1.0,6.0
遠,1.0,1.0,1.0,10.0
遣,1.0,1.0,1.0,7.0
適,1.0,1.0,1.0,7.0
遭,1.0,1.0,1.0,17.0
遮,1.0,1.0,1.0,7.0
遲,1.0,1.0,1.0,16.0
遵,1.0,1.0,1.0,17.0
遷,1.0,1.0,1.0,17.0
選,0.8571428571428571,0.8571428571428571,0.8571428571428571,7.0
遺,1.0,1.0,1.0,17.0
遼,1.0,1.0,1.0,17.0
避,1.0,1.0,1.0,7.0
邀,1.0,1.0,1.0,6.0
邁,1.0,1.0,1.0,6.0
還,0.9444444444444444,1.0,0.9714285714285714,17.0
邊,1.0,1.0,1.0,6.0
邏,1.0,0.8333333333333334,0.9090909090909091,6.0
邢,1.0,1.0,1.0,16.0
那,1.0,1.0,1.0,7.0
邦,1.0,1.0,1.0,10.0
邪,1.0,1.0,1.0,17.0
邱,1.0,1.0,1.0,10.0
邵,1.0,1.0,1.0,6.0
郁,1.0,1.0,1.0,10.0
郊,1.0,1.0,1.0,7.0
郎,1.0,1.0,1.0,10.0
郝,1.0,1.0,1.0,6.0
郡,1.0,1.0,1.0,7.0
部,1.0,1.0,1.0,10.0
郭,1.0,1.0,1.0,10.0
郵,1.0,1.0,1.0,17.0
都,1.0,1.0,1.0,17.0
鄂,1.0,1.0,1.0,6.0
鄆,1.0,1.0,1.0,6.0
鄉,1.0,1.0,1.0,7.0
鄒,1.0,1.0,1.0,6.0
鄙,1.0,1.0,1.0,6.0
鄧,1.0,1.0,1.0,10.0
鄭,1.0,1.0,1.0,10.0
鄰,1.0,1.0,1.0,6.0
酌,1.0,1.0,1.0,17.0
配,1.0,1.0,1.0,7.0
酒,1.0,1.0,1.0,10.0
酚,1.0,1.0,1.0,6.0
酥,1.0,1.0,1.0,6.0
酬,1.0,1.0,1.0,17.0
酮,1.0,1.0,1.0,7.0
酯,0.875,1.0,0.9333333333333333,7.0
酵,1.0,1.0,1.0,7.0
酷,1.0,1.0,1.0,17.0
酸,1.0,1.0,1.0,17.0
醇,1.0,1.0,1.0,7.0
醉,1.0,1.0,1.0,6.0
醋,1.0,0.8333333333333334,0.9090909090909091,6.0
醒,1.0,1.0,1.0,7.0
醛,1.0,1.0,1.0,7.0
醜,1.0,1.0,1.0,7.0
醫,1.0,1.0,1.0,10.0
醬,1.0,1.0,1.0,6.0
釀,1.0,1.0,1.0,6.0
采,0.8333333333333334,1.0,0.9090909090909091,10.0
釉,1.0,1.0,1.0,6.0
釋,1.0,0.8333333333333334,0.9090909090909091,6.0
里,0.9090909090909091,1.0,0.9523809523809523,10.0
重,1.0,1.0,1.0,10.0
野,1.0,1.0,1.0,7.0
量,1.0,1.0,1.0,7.0
釐,0.8,0.9230769230769231,0.8571428571428571,13.0
金,1.0,0.8,0.888888888888889,10.0
釗,0.8571428571428571,1.0,0.923076923076923,6.0
釘,0.9444444444444444,1.0,0.9714285714285714,17.0
釜,1.0,1.0,1.0,7.0
針,1.0,1.0,1.0,7.0
釣,1.0,1.0,1.0,7.0
鈉,1.0,1.0,1.0,6.0
鈍,1.0,1.0,1.0,7.0
鈔,1.0,1.0,1.0,6.0
鈞,1.0,1.0,1.0,10.0
鈣,1.0,1.0,1.0,6.0
鈦,1.0,1.0,1.0,10.0
鈴,0.9090909090909091,1.0,0.9523809523809523,10.0
鈺,1.0,1.0,1.0,10.0
鈾,1.0,1.0,1.0,6.0
鉀,1.0,1.0,1.0,16.0
鉅,1.0,1.0,1.0,10.0
鉗,1.0,1.0,1.0,6.0
鉛,1.0,1.0,1.0,7.0
鉤,1.0,1.0,1.0,6.0
鉸,1.0,1.0,1.0,6.0
鉺,1.0,1.0,1.0,7.0
鉻,1.0,1.0,1.0,6.0
銀,1.0,1.0,1.0,10.0
銅,1.0,1.0,1.0,17.0
銓,1.0,0.9,0.9473684210526316,10.0
銘,1.0,0.9,0.9473684210526316,10.0
銜,1.0,1.0,1.0,6.0
銨,1.0,1.0,1.0,6.0
銳,1.0,1.0,1.0,17.0
銷,1.0,1.0,1.0,10.0
